HOW TO READ THIS FILE
=====================
Each style was run on the same 6 input sentences with TinyStyler.
All counts are out of 6 outputs per style.

avg_dist   How different the output text is from the input, averaged over
           the 6 outputs. Per output: both strings are lowercased, then
           compared with Python's difflib.SequenceMatcher; the score is
           1 - (matching ratio), so 0.0 = identical to the input and
           1.0 = nothing in common. This only measures that the TEXT
           changed, not that the STYLE is right: hallucinated ramble
           scores high, and a correct all-caps conversion scores near 0
           because the comparison ignores case.
copies     Outputs nearly identical to the input (avg_dist < 0.05):
           the style did (almost) nothing.
swears     Outputs containing profanity (simple word check).
halluc     LLM-as-a-judge: outputs that INVENT content not in the input
           (new facts, names, invented continuations; degenerate
           repetition also counts). Judge: Claude, one pass per style.
in_style   LLM-as-a-judge: outputs that clearly exhibit the target
           style, judged against the style's own bank examples.
           Caution: for styles whose examples are generic casual text
           (e.g. the demographics), generic casual output counts as a
           match, so a high value there means little.
halluc/in_style are model judgments, not ground truth.

Styles are grouped; within each group, biggest text change first.


--- new: celebrity accounts ---
avg_dist  copies  swears  halluc  in_style  style
  out: She graduated from MIT in 2019 and now works as a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We meet at noon tomorrow to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: I think the city council approved the bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, if that counts.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie but the ending felt rushed.

### barbadian_creole
  in : The experiment was conducted in a controlled lab setting.
  out: I mean the experiment was done in a controlled lab setting, not a wtf.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist iirc.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We gonna meet tomorrow noon and plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: I mean the city council approved the bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me the report before friday btw.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie but the ending felt rushed ya know.

### indian_english
  in : The experiment was conducted in a controlled lab setting.
  out: I think the experiment was done in a controlled lab setting.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and is now a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting at noon to plan the trip then.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council just approved the bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie but the ending felt rushed and unnecessary.

### hong_kong_english
  in : The experiment was conducted in a controlled lab setting.
  out: I think this experiment was done in a controlled lab setting.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and she works as a data scientist now.
  in : We are meeting tomorrow at noon to plan the trip.
  out: I know we are meeting tomorrow at noon to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: I believe the city council approved the bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday is over.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie but the ending felt rushed.

### malaysian_english
  in : The experiment was conducted in a controlled lab setting.
  out: I guess the experiment was done in a controlled lab setting.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and is now a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: I think we are meeting tomorrow at noon to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: I believe the city council approved the bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, please.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed.

### ugandan_english
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was done in a controlled lab setting.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and is now a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We will meet tomorrow at noon to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday is over.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie but the ending felt rushed.

======================================================================
NEW: HISTORICAL ENGLISH
======================================================================

### late_modern_english
  in : The experiment was conducted in a controlled lab setting.
  out: Sadly, the experiment was done in a controlled lab setting, and the results were not in any way a result of the experiment. But if you'
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: In fact, she graduated from MIT in 2019 and is now a data scientist. And she is a data scientist, as well as a data scientist,
  in : We are meeting tomorrow at noon to plan the trip.
  out: We will meet at noon tomorrow, to plan the trip. And if you want to go to a shitshow, it would be better to go to
  in : The city council approved the new bike lanes after a long debate.
  out: Despite a long debate, the city council approved the new bike lanes. And as if the city council was a dick, it was 
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, and if so, if so, could you send it to me before Friday?
  in : I loved the movie, but the ending felt rushed.
  out: The ending felt rushed to me, but I loved the movie. And if you are a fan of the movie, and the re-release of the

### early_modern_english
  in : The experiment was conducted in a controlled lab setting.
  out: Apparently the experiment was done in a controlled lab setting, e.g. a hospital.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist, yep.
  in : We are meeting tomorrow at noon to plan the trip.
  out: Meeting tomorrow at noon to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, if possible.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed.

======================================================================
NEW: HISTORICAL ENGLISH (UNUSUAL, NAME-ONLY)
======================================================================

### old_english
  in : The experiment was conducted in a controlled lab setting.
  out: ya idk if it was a controlled lab setting but this experiment was conducted. The experiment was conducted in a controlled lab setting. The
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: yea she graduated from MIT in 2019. yea she works as a data scientist. yea yea ye
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting at noon to plan the trip. tssssssssssssssssssssss
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate. teh el el el el el
  in : Could you send me the report before Friday?
  out: uhh could you send me the report before friday? uhh uhh uhh uh uh u
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie but the ending felt rushed. i feel like a tad overkill. i feel like the ending was rushed because

### middle_english
  in : The experiment was conducted in a controlled lab setting.
  out: Yhh the experiment was done in a controlled lab setting iirc.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT and works as a data scientist, tbh.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting at noon to plan the trip omg.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the bike lanes after a long debate tho.
  in : Could you send me the report before Friday?
  out: Could u send me the report before friday tbh.
  in : I loved the movie, but the ending felt rushed.
  out: Loved the movie but the ending felt rushed neeeeeeeeeeeeeeeeeeeeee

======================================================================
NEW: MEDIUM
======================================================================

### spoken_communication
  in : The experiment was conducted in a controlled lab setting.
  out: I know, but the experiment was conducted in a controlled lab setting. And yes, I'm sure the test was done in a lab setting. But it
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019. So, she's a data scientist now. I'm not sure what the point of this is, but I don'
  in : We are meeting tomorrow at noon to plan the trip.
  out: It's a trip. We are meeting at noon to plan it. If you don't mind me asking, why are you so busy on the weekend?
  in : The city council approved the new bike lanes after a long debate.
  out: Well, the city council approved the bike lanes after a long debate. And I don't think it's a good idea to have a bike
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday? It's like, I'm getting a report from a shitposter. If you want to
  in : I loved the movie, but the ending felt rushed.
  out: I liked the movie, but the ending felt rushed. If you're gonna be a movie about a girl, don't get it. If

### digital_communication
  in : The experiment was conducted in a controlled lab setting.
  out: I mean this experiment was done in a controlled lab setting. The shit is so scary that the people who were able to get a shit
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and is now a data scientist. Is it just me or is this a fucking joke?
  in : We are meeting tomorrow at noon to plan the trip.
  out: I am meeting at noon to plan the trip. Not a shit show but a good idea.
  in : The city council approved the new bike lanes after a long debate.
  out: That city council approved the new bike lanes after a long debate. I think we need some more bike lanes in the city, not just a few la
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday? The fucking report is a shitpost on the internet right now
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie but the ending felt so rushed. What the hell is this shit?

======================================================================
NEW: REGISTERS
======================================================================

### interactive
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was done in a controlled lab setting. The experiment was done with a small sample size. In the experiment they had a small sample size and 
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and is working as a data scientist. I'm sure she is still working as a data scientist. It is not that
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting tomorrow at noon to plan the trip. We are going to go to the adamantine mountains in the middle of the night. There are some
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate. I'm not saying the new bike lanes are perfect but they are good. It'
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday? I'm going to need a report from a person who has been in the same position for several years. 
  in : I loved the movie, but the ending felt rushed.
  out: I liked the movie, but the ending felt rushed. The movie is a bit like the movie "The Last Jedi". The ending is so rushed, it

### informational
  in : The experiment was conducted in a controlled lab setting.
  out: This experiment was conducted in a controlled lab setting. The experiment was conducted in a controlled lab setting. The experiment was conducted in a controlled lab setting. The
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist. Her work has been in the field of data science for a few years. She was 
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting tomorrow at noon to plan the trip. The trip is going to be a bit long, but will be a day of a lot of fun
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate. The bike lanes are a part of the city's plan to improve the city'
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday? The report is for the last day of the month and is for the last day of the month. The report is for the
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. The ending of the movie was a little over the top. The ending of the movie was not a

### narrative
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was conducted in a controlled lab setting. The results were compared to a similar experiment with a different sample size. The experiment was conducted in 
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and now works as a data scientist. She has been working on a project to develop a "data science" project to
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting at noon to plan the trip. Specifically, we will be going to the 'Boston' area and then the 'Boston
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate. The new lanes are in the area of the old bike lanes and the new lanes
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday? I have a report from a CSGO game that was a huge success. The CSGO game was
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. The ending was just too rushed. The ending of the movie was rushed. The ending was rushed

### opinion
  in : The experiment was conducted in a controlled lab setting.
  out: This experiment was conducted in a controlled lab setting. The test was done in a controlled lab setting. The experiment was done in a controlled lab setting, and
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019. She's now working as a data scientist. A data scientist is a data scientist, but it is not a data
  in : We are meeting tomorrow at noon to plan the trip.
  out: We're meeting tomorrow at noon to plan the trip. The trip is planned to be a trip to the Alps, which is the most famous and most
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the bike lanes after a long debate. The problem is, the bike lanes are on the side of the street that is a bit
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday? The only thing I'm asking is if you have a 'no reprint' policy, or
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. The ending is a bit rushed. The ending was rushed as well. The ending was rushed

### instructional
  in : The experiment was conducted in a controlled lab setting.
  out: It was a controlled lab setting. The experiment was conducted in a controlled lab setting. The experiment was done in a controlled lab setting and the results were not
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist. The only difference is that she is a data scientist. If you are a data scientist
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting tomorrow at noon to plan the trip. We are going to take a 'Wildlife' trip to the North of France, a
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate. The bike lanes are a way to get around the city and not have to deal with
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday? The scuffs will be a result of a scuff on the scuffs
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie but the ending felt rushed. The ending was rushed because of the lack of a storyline. The movie was a very good story

### persuasive
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was conducted in a controlled lab setting. The nipples were emitted from the nipples in the lab. The 
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019. She is now a data scientist at MIT. In her current role she works as a data scientist, a data analyst
  in : We are meeting tomorrow at noon to plan the trip.
  out: This is a meeting tomorrow at noon to plan the trip. We will meet at a place in the city and make the plans. The first stop will be the
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the bike lanes after a long debate. The city has a lane for each bike and the lane is a "lane"
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday? The report is in the form of a PDF with a link to the report. This report is for the entire 
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. The ending is a cliffhanger. The ending is a cliffhanger. The ending

### lyrical
  in : The experiment was conducted in a controlled lab setting.
  out: That experiment was conducted in a controlled lab setting. I've seen many experiments where a person can't even use his finger to press the button, 
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist. I have a friend who did the same thing at MIT and he said "I
  in : We are meeting tomorrow at noon to plan the trip.
  out: That's a good point, we are meeting tomorrow at noon to plan the trip. The trolls are gonna be a bunch of t
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate. I'm not saying the new bike lanes are perfect, I'm saying the new
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday? It's an ad for a game that is a dlc and not a d
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. The whole "I'm not going to get into this" part felt rushed. The ending was so

======================================================================
OLD: CORE GENRES
======================================================================

### personal_blog
  in : The experiment was conducted in a controlled lab setting.
  out: It was in a controlled lab setting and the experiment was done by a doctor. If I was a doctor, I would say that if they just did
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: I mean, she graduated from MIT in 2019 and she is working as a data scientist. I'm sure she is just as smart as the rest of us
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting tomorrow at noon to plan the trip. I think the gifs are a little cheesy, but I guess it is 
  in : The city council approved the new bike lanes after a long debate.
  out: I was just saying the city council approved the new bike lanes after a long debate. It isn't like the bike lanes are going to be in
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday? I don't have the time for it right now, but I would love to get it done before Friday.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but it felt like the ending was rushed. The ending was like the end of the movie was a "I was so excited I had

### discussion_forum
  in : The experiment was conducted in a controlled lab setting.
  out: I know the experiment was conducted in a controlled lab setting, but I think it's a good idea to look into it.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: I believe she graduated from MIT in 2019 and now works as a data scientist. I'm not sure how much she has been a part of the 
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting tomorrow at noon to plan the trip. I think we should be able to make it, but we will have to be sure to get a few
  in : The city council approved the new bike lanes after a long debate.
  out: I know it was a long debate but the city council decided to approve the bike lanes. I don't think we will see a lot of bike la
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday? I'm a bit late for this one, but I will probably be able to get it to you before Friday
  in : I loved the movie, but the ending felt rushed.
  out: I really enjoyed the movie, but the ending felt rushed. Maybe if you had more time to watch the movie you could just watch it again and watch it again

### recipe
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was done in a controlled lab setting with no shit-to-do. The experiment was a little tame compared to
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist. I don't know how she's a data scientist (and a very good
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting at noon to plan the trip. A bunch of skunks and a few skunks from the skunks
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the bike lanes after a long debate. The new bike lanes are so big that the city council is going to have to get rid of
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday? I'm going to be on the road on Friday and my gf will have to go to work at 2:30
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie but the ending felt rushed. The ending of the movie was "The Last Jedi" with the characters in a very rushed manner.

### faq_about_information
  in : The experiment was conducted in a controlled lab setting.
  out: If you think about it, this experiment was done in a controlled lab setting. You could probably get a good idea of how the experiment will work by observing
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: What do you mean? She graduated from MIT in 2019 and now works as a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We will be meeting tomorrow at noon to plan the trip. Do you know if it's a good idea to take the time to go to a local
  in : The city council approved the new bike lanes after a long debate.
  out: It was a long debate and the city council finally approved the bike lanes. What's the point of having the bike lanes in the middle of the street
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday? It would be nice to see the report if you haven't already.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie and the ending felt rushed. Why would you want to see a movie that is rushed and that you are unable to see the ending

### other_spoken
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was conducted in a controlled lab setting. I think it was just a stupid way to test it.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: I can only imagine how excited she is to be a data scientist. She graduated from MIT in 2019.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting at noon tomorrow to plan the trip. You can only hope that the trip isn't a shitshow.
  in : The city council approved the new bike lanes after a long debate.
  out: You know, the city council voted to approve the new bike lanes after a long debate. We need to get the word out about this.
  in : Could you send me the report before Friday?
  out: Can you send me the report before Friday? This is a shitpost and not something you can do about it.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. How do you not have to be a dick to be able to see the ending of the

### advice
  in : The experiment was conducted in a controlled lab setting.
  out: You know that experiment was conducted in a controlled lab setting where no one was able to see it or anything.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: You can say that she graduated from MIT in 2019 and is working as a data scientist at a company that specializes in data science.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We will meet at noon to plan the trip and go over the details.
  in : The city council approved the new bike lanes after a long debate.
  out: You can see that the city council approved the bike lanes after a long debate. The new bike lanes are just an excuse to get rid of the bike la
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday to make sure that it isn't a shitpost or a shitpost.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie but the ending felt rushed. The ending of a movie where you aren't even able to get through the first few minutes of

### faq_about_how_to
  in : The experiment was conducted in a controlled lab setting.
  out: You know that experiment was conducted in a controlled lab setting? You are assuming that the experiment was done in a controlled lab setting.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: What are you talking about? She graduated from MIT in 2019 and works as a data scientist at a company called MIT Data Science.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We meet at noon tomorrow to plan the trip. Do you think that you can go to the pier or the beach for a day or two?
  in : The city council approved the new bike lanes after a long debate.
  out: What about the new bike lanes? The city council approved them after a long debate about them and the new bike lanes are a good addition.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday?
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie but the ending felt rushed. If you are going to take a look at the ending of the movie you will see a lot of the

### research_article
  in : The experiment was conducted in a controlled lab setting.
  out: It was a controlled experiment in a lab setting. A fetus can be a fetus in the lab if it is
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and is currently working as a data scientist at a company called /u/TastyMom.
  in : We are meeting tomorrow at noon to plan the trip.
  out: Meeting tomorrow at noon to plan the trip and/or the upcoming events.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate. The new bike lanes are the result of the city council deciding to make a new
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, if possible with the e-mail address.
  in : I loved the movie, but the ending felt rushed.
  out: I liked the movie, but the ending felt rushed. Probably a re-release of the original film with a different ending and a different ending

### reviews
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was conducted in a controlled lab setting, not a fucking lab.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist at a company called Xavier, so no, she's not a 
  in : We are meeting tomorrow at noon to plan the trip.
  out: We meet at noon to plan our trip to the US, a day after the shitstorm that was the shitstorm in SF.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the bike lanes after a long debate, but I guess it was a stalemate between the city council and the mayor.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, if possible, with the XL XL XL report and the XL XL report
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. The ending of a movie based on the manga "Rainbows and Rainbows" was

### prayer
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was done in a controlled lab setting. This is not a troll, OP.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019, and now works as a data scientist. She has no interest in the world of politics or politics, just a desire to be
  in : We are meeting tomorrow at noon to plan the trip.
  out: We will meet tomorrow at noon to plan the trip. No need for a shitpost, unless you are a troll.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate. Then again, the city council is a government body.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday? It would be great to see a detailed report of the occurrences of a shitstorm, and the
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. The ending is a bit rushed. The ending is rushed. The ending is rushed. The

### poem
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was done in a controlled lab setting. I was thinking, "I can't believe he was in the lab, I just saw him in the
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019, and now she works as a data scientist. I can't believe she is not a doctor, but she is a
  in : We are meeting tomorrow at noon to plan the trip.
  out: I know, we are meeting tomorrow at noon to plan the trip. It will be a long day, but we will have fun.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the bike lanes after a long debate. I think it will be a good change, and a good move.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday. I can't wait to see the report, and the report on the ole trolls.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. If the movie is about the 'Castle', then it should be a 

### tv_movie_script
  in : The experiment was conducted in a controlled lab setting.
  out: This experiment was done in a controlled lab setting, so you can't just say 'you're a troll.'
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019, and now works as a data scientist. If you're looking for a job, it's not as simple as "
  in : We are meeting tomorrow at noon to plan the trip.
  out: We'll meet tomorrow at noon, to plan the trip. Besides, if you're going to be traveling for a long time, you need to
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the bike lanes, after a long debate. You're right, but it's the city council that has the power to decide.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, so I can see if it's accurate.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. If you want to see a movie about a woman's life, you should watch it, not

### short_story
  in : The experiment was conducted in a controlled lab setting.
  out: It was an experiment that was conducted in a controlled lab setting. The experiment was done in a controlled lab setting.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist at a firm in New York.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting at noon tomorrow to plan the trip. The 'Past Adventure' is a snarky, snarky
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate. Those lanes are a few blocks from the new bike lanes, which are 
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday? The AP has a tally of a dozen APs who have been in the AP since their
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. A tense ending with the protagonist announcing that he has been shattered by his

### sports_report
  in : The experiment was conducted in a controlled lab setting.
  out: This was an experiment in a controlled lab setting, so it was probably a shitshow.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist, albeit a bit less than the average data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We meet at noon to plan the trip, if anyone is interested.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate, and the city was not in favor of a lane divider.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, preferably on the tidbits of the report.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. The ending of the movie was a little too rushed for the story, especially since the ending was 

### information_blog
  in : The experiment was conducted in a controlled lab setting.
  out: You know this experiment was done in a controlled lab setting. Unless you have a lab that you can just go to and sit there and watch the whole thing
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and is now a data scientist at a company called MIT.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We meet tomorrow at noon to plan the trip. Any ideas on where to go, where to stay, etc.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the bike lanes after a long debate. You could also try a different way of putting in bike lanes in the city, 
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, not after Friday.
  in : I loved the movie, but the ending felt rushed.
  out: Loved the movie, but the ending felt rushed. Having a movie that ends with a montage of a scene where a character die

### other_forum
  in : The experiment was conducted in a controlled lab setting.
  out: I know the experiment was done in a controlled lab setting. I just don't know how much it would have changed if the experiment was done in the real
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: I know she graduated from MIT in 2019 and now works as a data scientist. I am not sure how she has done so far.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting tomorrow at noon to plan the trip. Not sure what the plan is for the next two weeks.
  in : The city council approved the new bike lanes after a long debate.
  out: I think the city council approved the bike lanes after a long debate. It was not a bad idea.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday. This is a great way to see if the OP is correct.
  in : I loved the movie, but the ending felt rushed.
  out: I liked the movie but the ending felt rushed. The ending was a little rushed and I felt like the movie ended too soon.

### legal_terms_and_conditions
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was conducted in a controlled lab environment, and a resulting experiment is not a reversal of the original experiment.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and is currently working as a data scientist, a position that is a specialized field.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting tomorrow at noon to discuss the trip, and to prepare for the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate, which was followed by a vote to approve the new bike lanes.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, as the deadline is Friday, April 18th.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. If you want to see the movie with an ending that is not rushed, then the ending of the movie

### advertisement
  in : The experiment was conducted in a controlled lab setting.
  out: It was a controlled lab experiment that was done in a lab. The only thing that would be a problem is if the sex was a
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and is now working as a data scientist at a company called eSilver.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting tomorrow at noon to plan the trip. Hopefully a few of your friends will join you on this trip.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the bike lanes after a long debate on the matter.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday and it will be a tad late.
  in : I loved the movie, but the ending felt rushed.
